ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000198755	4736	RPL10A	6	35436185	35438562	1	protein_coding	ribosomal protein L10a [Source:HGNC Symbol;Acc:10299]
ENSG00000198756	23127	COLGALT2	1	183898796	184006863	-1	protein_coding	collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:16790]
ENSG00000198758	79574	EPS8L3	1	110292702	110306649	-1	protein_coding	EPS8-like 3 [Source:HGNC Symbol;Acc:21297]
ENSG00000198759	25975	EGFL6	X	13587724	13651694	1	protein_coding	EGF-like-domain, multiple 6 [Source:HGNC Symbol;Acc:3235]
ENSG00000198765	6847	SYCP1	1	115397424	115537991	1	protein_coding	synaptonemal complex protein 1 [Source:HGNC Symbol;Acc:11487]
ENSG00000198768	164284	APCDD1L	20	57034157	57090187	-1	protein_coding	adenomatosis polyposis coli down-regulated 1-like [Source:HGNC Symbol;Acc:26892]
ENSG00000198771	92241	RCSD1	1	167599330	167675486	1	protein_coding	RCSD domain containing 1 [Source:HGNC Symbol;Acc:28310]
ENSG00000198774	9182	RASSF9	12	86198331	86230348	-1	protein_coding	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9 [Source:HGNC Symbol;Acc:15739]
ENSG00000198780	26049	FAM169A	5	74073399	74162776	-1	protein_coding	family with sequence similarity 169, member A [Source:HGNC Symbol;Acc:29138]
ENSG00000198783	91603	ZNF830	17	33288549	33290205	1	protein_coding	zinc finger protein 830 [Source:HGNC Symbol;Acc:28291]
ENSG00000198785	116443	GRIN3A	9	104331635	104500862	-1	protein_coding	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A [Source:HGNC Symbol;Acc:16767]
ENSG00000198788	4583	MUC2	11	1074875	1104419	1	protein_coding	mucin 2, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:7512]
ENSG00000198791	29883	CNOT7	8	17086737	17104387	-1	protein_coding	CCR4-NOT transcription complex, subunit 7 [Source:HGNC Symbol;Acc:14101]
ENSG00000198792	25829	TMEM184B	22	38615298	38669040	-1	protein_coding	transmembrane protein 184B [Source:HGNC Symbol;Acc:1310]
ENSG00000198793	2475	MTOR	1	11166592	11322564	-1	protein_coding	mechanistic target of rapamycin (serine/threonine kinase) [Source:HGNC Symbol;Acc:3942]
ENSG00000198794	192683	SCAMP5	15	75249560	75313837	1	protein_coding	secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:30386]
ENSG00000198795	25925	ZNF521	18	22641890	22932154	-1	protein_coding	zinc finger protein 521 [Source:HGNC Symbol;Acc:24605]
ENSG00000198796	115701	ALPK2	18	56148479	56296189	-1	protein_coding	alpha-kinase 2 [Source:HGNC Symbol;Acc:20565]
ENSG00000198797	57795	BRINP2	1	177140633	177251558	1	protein_coding	bone morphogenetic protein/retinoic acid inducible neural-specific 2 [Source:HGNC Symbol;Acc:13746]
ENSG00000198798	4114	MAGEB3	X	30248553	30255607	1	protein_coding	melanoma antigen family B, 3 [Source:HGNC Symbol;Acc:6810]
ENSG00000198799	9860	LRIG2	1	113615831	113674882	1	protein_coding	leucine-rich repeats and immunoglobulin-like domains 2 [Source:HGNC Symbol;Acc:20889]
ENSG00000198805	4860	PNP	14	20937113	20945253	1	protein_coding	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:7892]
ENSG00000198807	5083	PAX9	14	37126773	37148920	1	protein_coding	paired box 9 [Source:HGNC Symbol;Acc:8623]
ENSG00000198812	376132	LRRC10	12	70002351	70004942	-1	protein_coding	leucine rich repeat containing 10 [Source:HGNC Symbol;Acc:20264]
ENSG00000198814	2710	GK	X	30671476	30748725	1	protein_coding	glycerol kinase [Source:HGNC Symbol;Acc:4289]
ENSG00000198815	22887	FOXJ3	1	42642210	42801548	-1	protein_coding	forkhead box J3 [Source:HGNC Symbol;Acc:29178]
ENSG00000198816	140467	ZNF358	19	7580178	7585912	1	protein_coding	zinc finger protein 358 [Source:HGNC Symbol;Acc:16838]
ENSG00000198818	113402	SFT2D1	6	166733216	166756079	-1	protein_coding	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:21102]
ENSG00000198821	919	CD247	1	167399877	167487847	-1	protein_coding	CD247 molecule [Source:HGNC Symbol;Acc:1677]
ENSG00000198822	2913	GRM3	7	86273230	86494200	1	protein_coding	glutamate receptor, metabotropic 3 [Source:HGNC Symbol;Acc:4595]
ENSG00000198824	283489	CHAMP1	13	115079988	115092796	1	protein_coding	chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:20311]
ENSG00000198825	22876	INPP5F	10	121485609	121588652	1	protein_coding	inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:17054]
ENSG00000198826	9824	ARHGAP11A	15	32907345	32932150	1	protein_coding	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:15783]
ENSG00000198829	56670	SUCNR1	3	151591431	151602405	1	protein_coding	succinate receptor 1 [Source:HGNC Symbol;Acc:4542]
ENSG00000198830	3151	HMGN2	1	26798941	26802463	1	protein_coding	high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:4986]
ENSG00000198832	140606	SELM	22	31500758	31516055	-1	protein_coding	Selenoprotein M  [Source:UniProtKB/Swiss-Prot;Acc:Q8WWX9]
ENSG00000198833	51465	UBE2J1	6	90036344	90062567	-1	protein_coding	ubiquitin-conjugating enzyme E2, J1 [Source:HGNC Symbol;Acc:17598]
ENSG00000198835	57165	GJC2	1	228337553	228347527	1	protein_coding	gap junction protein, gamma 2, 47kDa [Source:HGNC Symbol;Acc:17494]
ENSG00000198836	4976	OPA1	3	193310933	193415612	1	protein_coding	optic atrophy 1 (autosomal dominant) [Source:HGNC Symbol;Acc:8140]
ENSG00000198837	9909	DENND4B	1	153901977	153919172	-1	protein_coding	DENN/MADD domain containing 4B [Source:HGNC Symbol;Acc:29044]
ENSG00000198838	6263	RYR3	15	33603163	34158303	1	protein_coding	ryanodine receptor 3 [Source:HGNC Symbol;Acc:10485]
ENSG00000198839	11179	ZNF277	7	111846643	111983151	1	protein_coding	zinc finger protein 277 [Source:HGNC Symbol;Acc:13070]
ENSG00000198841	112970	KTI12	1	52497775	52499488	-1	protein_coding	KTI12 homolog, chromatin associated (S. cerevisiae) [Source:HGNC Symbol;Acc:25160]
ENSG00000198842	92235	DUSP27	1	167063282	167098402	1	protein_coding	dual specificity phosphatase 27 (putative) [Source:HGNC Symbol;Acc:25034]
ENSG00000198843	51714	SELT	3	150320662	150348222	1	protein_coding	Selenoprotein T  [Source:UniProtKB/Swiss-Prot;Acc:P62341]
ENSG00000198844	22899	ARHGEF15	17	8213559	8225829	1	protein_coding	Rho guanine nucleotide exchange factor (GEF) 15 [Source:HGNC Symbol;Acc:15590]
ENSG00000198846	9760	TOX	8	59717977	60031767	-1	protein_coding	thymocyte selection-associated high mobility group box [Source:HGNC Symbol;Acc:18988]
ENSG00000198848	100653057	CES1	16	55836763	55867249	-1	protein_coding	carboxylesterase 1 [Source:HGNC Symbol;Acc:1863]
ENSG00000198848	1066	CES1	16	55836763	55867249	-1	protein_coding	carboxylesterase 1 [Source:HGNC Symbol;Acc:1863]
ENSG00000198851	916	CD3E	11	118175260	118186890	1	protein_coding	CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:1674]
ENSG00000198853	9853	RUSC2	9	35490124	35561895	1	protein_coding	RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:23625]
ENSG00000198854	100129271	C1orf68	1	152691998	152692905	1	protein_coding	chromosome 1 open reading frame 68 [Source:HGNC Symbol;Acc:29468]
ENSG00000198855	11153	FICD	12	108908962	108919614	1	protein_coding	FIC domain containing [Source:HGNC Symbol;Acc:18416]
ENSG00000198856	646567	OSTC	4	109571740	109588976	1	protein_coding	oligosaccharyltransferase complex subunit (non-catalytic) [Source:HGNC Symbol;Acc:24448]
ENSG00000198856	58505	OSTC	4	109571740	109588976	1	protein_coding	oligosaccharyltransferase complex subunit (non-catalytic) [Source:HGNC Symbol;Acc:24448]
ENSG00000198858	91300	R3HDM4	19	896503	913240	-1	protein_coding	R3H domain containing 4 [Source:HGNC Symbol;Acc:28270]
ENSG00000198860	116461	TSEN15	1	184020811	184043346	1	protein_coding	TSEN15 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:16791]
ENSG00000198862	26046	LTN1	21	30300466	30365270	-1	protein_coding	listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:13082]
ENSG00000198863	146923	RUNDC1	17	41132582	41145707	1	protein_coding	RUN domain containing 1 [Source:HGNC Symbol;Acc:25418]
ENSG00000198865	100129792	CCDC152	5	42756903	42802462	1	protein_coding	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:34438]
ENSG00000198870	169436	C9orf96	9	136243117	136271220	1	protein_coding	chromosome 9 open reading frame 96 [Source:HGNC Symbol;Acc:28669]
ENSG00000198873	2869	GRK5	10	120967101	121215131	1	protein_coding	G protein-coupled receptor kinase 5 [Source:HGNC Symbol;Acc:4544]
ENSG00000198874	55253	TYW1	7	66460160	66704501	1	protein_coding	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25598]
ENSG00000198876	25853	DCAF12	9	34086385	34127397	-1	protein_coding	DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:19911]
ENSG00000198877	390142	OR5D13	11	55540914	55541858	1	protein_coding	olfactory receptor, family 5, subfamily D, member 13 [Source:HGNC Symbol;Acc:15280]
ENSG00000198879	57713	SFMBT2	10	7200586	7453450	-1	protein_coding	Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:20256]
ENSG00000198881	142689	ASB12	X	63444076	63450511	-1	protein_coding	ankyrin repeat and SOCS box containing 12 [Source:HGNC Symbol;Acc:19763]
ENSG00000198883	114824	PNMA5	X	152157368	152162671	-1	protein_coding	paraneoplastic Ma antigen family member 5 [Source:HGNC Symbol;Acc:18743]
ENSG00000198885	150771	ITPRIPL1	2	96991069	96994091	1	protein_coding	inositol 1,4,5-trisphosphate receptor interacting protein-like 1 [Source:HGNC Symbol;Acc:29371]
ENSG00000198887	23137	SMC5	9	72873937	72969804	1	protein_coding	structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:20465]
ENSG00000198889	139170	DCAF12L1	X	125683369	125686834	-1	protein_coding	DDB1 and CUL4 associated factor 12-like 1 [Source:HGNC Symbol;Acc:29395]
ENSG00000198890	55170	PRMT6	1	107599267	107601916	1	protein_coding	protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:18241]
ENSG00000198892	149345	SHISA4	1	201857808	201861434	1	protein_coding	shisa family member 4 [Source:HGNC Symbol;Acc:27139]
ENSG00000198894	85457	CIPC	14	77564440	77583630	1	protein_coding	CLOCK-interacting pacemaker [Source:HGNC Symbol;Acc:20365]
ENSG00000198898	830	CAPZA2	7	116451124	116562103	1	protein_coding	capping protein (actin filament) muscle Z-line, alpha 2 [Source:HGNC Symbol;Acc:1490]
ENSG00000198900	7150	TOP1	20	39657458	39753127	1	protein_coding	topoisomerase (DNA) I [Source:HGNC Symbol;Acc:11986]
ENSG00000198901	9055	PRC1	15	91509270	91538859	-1	protein_coding	protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:9341]
ENSG00000198908	80823	BHLHB9	X	101975616	102008468	1	protein_coding	basic helix-loop-helix domain containing, class B, 9 [Source:HGNC Symbol;Acc:29353]
ENSG00000198909	4215	MAP3K3	17	61699775	61773663	1	protein_coding	mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6855]
ENSG00000198910	3897	L1CAM	X	153126969	153174677	-1	protein_coding	L1 cell adhesion molecule [Source:HGNC Symbol;Acc:6470]
ENSG00000198911	6721	SREBF2	22	42229109	42303312	1	protein_coding	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:11290]
ENSG00000198912	339448	C1orf174	1	3805689	3816857	-1	protein_coding	chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:27915]
ENSG00000198914	5455	POU3F3	2	105471969	105476929	1	protein_coding	POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:9216]
ENSG00000198915	221002	RASGEF1A	10	43689983	43762367	-1	protein_coding	RasGEF domain family, member 1A [Source:HGNC Symbol;Acc:24246]
ENSG00000198917	51490	C9orf114	9	131581930	131592100	-1	protein_coding	chromosome 9 open reading frame 114 [Source:HGNC Symbol;Acc:26933]
ENSG00000198918	6170	RPL39	X	118920467	118925606	-1	protein_coding	ribosomal protein L39 [Source:HGNC Symbol;Acc:10350]
ENSG00000198919	9666	DZIP3	3	108308529	108413693	1	protein_coding	DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:30938]
ENSG00000198920	9851	KIAA0753	17	6481468	6544247	-1	protein_coding	KIAA0753 [Source:HGNC Symbol;Acc:29110]
ENSG00000198924	9937	DCLRE1A	10	115594488	115614142	-1	protein_coding	DNA cross-link repair 1A [Source:HGNC Symbol;Acc:17660]
ENSG00000198925	79065	ATG9A	2	220074494	220094439	-1	protein_coding	autophagy related 9A [Source:HGNC Symbol;Acc:22408]
ENSG00000198929	9722	NOS1AP	1	162039564	162353321	1	protein_coding	nitric oxide synthase 1 (neuronal) adaptor protein [Source:HGNC Symbol;Acc:16859]
ENSG00000198930	728461	CSAG1	X	151903228	151909518	1	protein_coding	chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:24294]
ENSG00000198930	389903	CSAG1	X	151903228	151909518	1	protein_coding	chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:24294]
ENSG00000198930	158511	CSAG1	X	151903228	151909518	1	protein_coding	chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:24294]
ENSG00000198931	353	APRT	16	88875747	88878352	-1	protein_coding	adenine phosphoribosyltransferase [Source:HGNC Symbol;Acc:626]
ENSG00000198932	9737	GPRASP1	X	101906294	101914011	1	protein_coding	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:24834]
ENSG00000198933	9755	TBKBP1	17	45771447	45789416	1	protein_coding	TBK1 binding protein 1 [Source:HGNC Symbol;Acc:30140]
ENSG00000198934	57692	MAGEE1	X	75648046	75651744	1	protein_coding	melanoma antigen family E, 1 [Source:HGNC Symbol;Acc:24934]
ENSG00000198937	154467	CCDC167	6	37450696	37467698	-1	protein_coding	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:21239]
ENSG00000198939	80108	ZFP2	5	178322895	178360213	1	protein_coding	ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:26138]
ENSG00000198944	134548	SOWAHA	5	132149033	132152488	1	protein_coding	sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:27033]
ENSG00000198945	84456	L3MBTL3	6	130334844	130462594	1	protein_coding	l(3)mbt-like 3 (Drosophila) [Source:HGNC Symbol;Acc:23035]
ENSG00000198946	548313	SSX4B	X	48261524	48271344	-1	protein_coding	synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]
ENSG00000198946	6759	SSX4B	X	48261524	48271344	-1	protein_coding	synovial sarcoma, X breakpoint 4B [Source:HGNC Symbol;Acc:16880]
ENSG00000198947	1756	DMD	X	31115794	33357558	-1	protein_coding	dystrophin [Source:HGNC Symbol;Acc:2928]
ENSG00000198948	101928198	MFAP3L	4	170907748	170954182	-1	protein_coding	microfibrillar-associated protein 3-like [Source:HGNC Symbol;Acc:29083]
ENSG00000198948	9848	MFAP3L	4	170907748	170954182	-1	protein_coding	microfibrillar-associated protein 3-like [Source:HGNC Symbol;Acc:29083]
ENSG00000198951	4668	NAGA	22	42454358	42466846	-1	protein_coding	N-acetylgalactosaminidase, alpha- [Source:HGNC Symbol;Acc:7631]
ENSG00000198952	23381	SMG5	1	156219015	156252620	-1	protein_coding	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:24644]
ENSG00000198954	26128	KIAA1279	10	70748487	70776738	1	protein_coding	KIAA1279 [Source:HGNC Symbol;Acc:23419]
ENSG00000198959	7052	TGM2	20	36756863	36794980	-1	protein_coding	transglutaminase 2 [Source:HGNC Symbol;Acc:11778]
ENSG00000198960	54470	ARMCX6	X	100870110	100872991	-1	protein_coding	armadillo repeat containing, X-linked 6 [Source:HGNC Symbol;Acc:26094]
ENSG00000198961	9867	PJA2	5	108670410	108745695	-1	protein_coding	praja ring finger 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17481]
ENSG00000198963	6096	RORB	9	77112281	77308093	1	protein_coding	RAR-related orphan receptor B [Source:HGNC Symbol;Acc:10259]
ENSG00000198964	259230	SGMS1	10	52065360	52384923	-1	protein_coding	sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:29799]
ENSG00000198965	343406	OR10R2	1	158449668	158450675	1	protein_coding	olfactory receptor, family 10, subfamily R, member 2 [Source:HGNC Symbol;Acc:14820]
ENSG00000198967	128368	OR10Z1	1	158576229	158577170	1	protein_coding	olfactory receptor, family 10, subfamily Z, member 1 [Source:HGNC Symbol;Acc:14996]
ENSG00000203286	NA	AL365202.1	9	3452305	3469181	-1	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7BYV5]
ENSG00000203301	NA	AL590822.1	1	2143360	2145620	-1	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H5L2]
ENSG00000203326	NA	ZNF525	19	53868946	53895470	1	protein_coding	zinc finger protein 525 [Source:HGNC Symbol;Acc:29423]
ENSG00000203392	NA	AC105020.1	15	75970672	75973093	1	protein_coding	Uncharacterized protein; cDNA FLJ12988 fis, clone NT2RP3000080  [Source:UniProtKB/TrEMBL;Acc:Q9H960]
ENSG00000203443	NA	AC092964.1	3	172034218	172039513	1	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7BZB2]
ENSG00000203485	64423	INF2	14	105155943	105185942	1	protein_coding	inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:23791]
ENSG00000203546	NA	RP11-176H8.1	14	31803518	31926647	-1	protein_coding	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F8W1H4]
ENSG00000203618	2812	GP1BB	22	19710468	19712294	1	protein_coding	glycoprotein Ib (platelet), beta polypeptide [Source:HGNC Symbol;Acc:4440]
ENSG00000203630	NA	AL136531.1	20	1316228	1317555	-1	protein_coding	HCG2043693; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3V1J7]
ENSG00000203661	401993	OR2T5	1	248651885	248652898	1	protein_coding	olfactory receptor, family 2, subfamily T, member 5 [Source:HGNC Symbol;Acc:15017]
ENSG00000203663	26246	OR2L2	1	248201474	248202607	1	protein_coding	olfactory receptor, family 2, subfamily L, member 2 [Source:HGNC Symbol;Acc:8266]
ENSG00000203666	84288	EFCAB2	1	245133007	245290466	1	protein_coding	EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:28166]
ENSG00000203667	116228	COX20	1	244998624	245008359	1	protein_coding	COX20 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26970]
ENSG00000203668	1122	CHML	1	241792155	241799232	-1	protein_coding	choroideremia-like (Rab escort protein 2) [Source:HGNC Symbol;Acc:1941]
ENSG00000203684	574432	IBA57-AS1	1	228351787	228353213	-1	protein_coding	IBA57 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:32062]
ENSG00000203685	375057	C1orf95	1	226736501	226796915	1	protein_coding	chromosome 1 open reading frame 95 [Source:HGNC Symbol;Acc:30491]
ENSG00000203690	6953	TCP10	6	167770521	167797998	-1	protein_coding	t-complex 10 [Source:HGNC Symbol;Acc:11656]
ENSG00000203691	NA	AC092811.1	1	225600404	225602040	1	protein_coding	
ENSG00000203697	388743	CAPN8	1	223711349	223853436	-1	protein_coding	calpain 8 [Source:HGNC Symbol;Acc:1485]
ENSG00000203705	128387	TATDN3	1	212965170	212989968	1	protein_coding	TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:27010]
ENSG00000203710	1378	CR1	1	207669492	207813992	1	protein_coding	complement component (3b/4b) receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:2334]
ENSG00000203711	100130967	C6orf99	6	159290971	159331385	1	protein_coding	chromosome 6 open reading frame 99 [Source:HGNC Symbol;Acc:21179]
ENSG00000203722	353091	RAET1G	6	150238014	150244257	-1	protein_coding	retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:16795]
ENSG00000203724	388722	C1orf53	1	197871777	197876497	1	protein_coding	chromosome 1 open reading frame 53 [Source:HGNC Symbol;Acc:30003]
ENSG00000203727	389432	SAMD5	6	147830063	148058683	1	protein_coding	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:21180]
ENSG00000203730	127670	TEDDM1	1	182367252	182369751	-1	protein_coding	transmembrane epididymal protein 1 [Source:HGNC Symbol;Acc:30233]
ENSG00000203733	NA	GJE1	6	142454227	142456288	1	protein_coding	gap junction protein, epsilon 1, 23kDa [Source:HGNC Symbol;Acc:33251]
ENSG00000203734	345930	ECT2L	6	139117063	139225207	1	protein_coding	epithelial cell transforming sequence 2 oncogene-like [Source:HGNC Symbol;Acc:21118]
ENSG00000203737	9293	GPR52	1	174417212	174418683	1	protein_coding	G protein-coupled receptor 52 [Source:HGNC Symbol;Acc:4508]
ENSG00000203740	149281	METTL11B	1	170115142	170136931	1	protein_coding	methyltransferase like 11B [Source:HGNC Symbol;Acc:31932]
ENSG00000203747	2214	FCGR3A	1	161511549	161600917	-1	protein_coding	Fc fragment of IgG, low affinity IIIa, receptor (CD16a) [Source:HGNC Symbol;Acc:3619]
ENSG00000203756	253582	TMEM244	6	130152389	130182692	-1	protein_coding	transmembrane protein 244 [Source:HGNC Symbol;Acc:21571]
ENSG00000203757	391114	OR6K3	1	158686958	158687953	-1	protein_coding	olfactory receptor, family 6, subfamily K, member 3 [Source:HGNC Symbol;Acc:15030]
ENSG00000203760	387103	CENPW	6	126661320	126670021	1	protein_coding	centromere protein W [Source:HGNC Symbol;Acc:21488]
